# GeoNames first-order administrative divisions — admin1CodesASCII.txt
# Source: https://download.geonames.org/export/dump/admin1CodesASCII.txt
# Licence: CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/)
# Vendored so data/cities.js regenerates without a network call, and so
# the region on a record is looked up rather than inferred.
# Columns: <country>.<adminCode>  <name>  <asciiName>  <geonameId>
AD.06	Sant Julià de Loria	Sant Julia de Loria
SC.07	Baie Sainte Anne	Baie Sainte Anne
SC.06	Baie Lazare	Baie Lazare
SC.05	Anse Royale	Anse Royale
SC.03	Anse Etoile	Anse Etoile
SC.02	Anse Boileau	Anse Boileau
SC.01	Anse-aux-Pins	Anse-aux-Pins
SC.29	Les Mamelles	Les Mamelles
SC.30	Roche Caiman	Roche Caiman
SC.28	Au Cap	Au Cap
SD.43	Northern State	Northern State
SD.29	Khartoum	Khartoum
SD.36	Red Sea	Red Sea
SD.38	Al Jazīrah	Al Jazirah
SD.39	Al Qaḑārif	Al Qadarif
SD.41	White Nile	White Nile
SD.42	Blue Nile	Blue Nile
SD.47	Western Darfur	Western Darfur
SD.49	Southern Darfur	Southern Darfur
SD.50	Southern Kordofan	Southern Kordofan
SD.52	Kassala	Kassala
SD.53	River Nile	River Nile
SD.55	Northern Darfur	Northern Darfur
SD.56	Shamāl Kurdufān	Shamal Kurdufan
SD.58	Sinnār	Sinnar
SD.60	Eastern Darfur	Eastern Darfur
SD.61	Central Darfur	Central Darfur
SE.14	Norrbotten	Norrbotten
SE.25	Västmanland	Vaestmanland
SE.24	Västernorrland	Vaesternorrland
SE.23	Västerbotten	Vaesterbotten
SE.22	Värmland	Vaermland
SE.21	Uppsala	Uppsala
SE.26	Stockholm	Stockholm
SE.18	Södermanland	Soedermanland
SE.16	Östergötland	OEstergoetland
SE.15	Örebro	OErebro
SE.12	Kronoberg	Kronoberg
SE.10	Dalarna	Dalarna
SE.09	Kalmar	Kalmar
SE.08	Jönköping	Joenkoeping
SE.07	Jämtland	Jaemtland
SE.06	Halland	Halland
SE.05	Gotland	Gotland
SE.03	Gävleborg	Gaevleborg
SE.02	Blekinge	Blekinge
SE.27	Skåne	Skane
SE.28	Västra Götaland	Vaestra Goetaland
SG.01	Central Singapore	Central Singapore
SG.02	North East	North East
SG.04	South East	South East
SG.05	South West	South West
SG.03	North West	North West
SH.01	Ascension	Ascension
SH.03	Tristan da Cunha	Tristan da Cunha
SH.02	Saint Helena	Saint Helena
SI.N5	Žalec	Zalec
SI.E7	Zagorje ob Savi	Zagorje ob Savi
SI.E5	Vrhnika	Vrhnika
SI.D5	Tržič	Trzic
SI.D4	Trebnje	Trebnje
SI.D3	Trbovlje	Trbovlje
SI.D2	Tolmin	Tolmin
SI.D7	Velenje	Velenje
SI.C5	Šmarje pri Jelšah	Smarje pri Jelsah
SI.C4	Slovenska Konjice	Slovenska Konjice
SI.L8	Slovenska Bistrica	Slovenska Bistrica
SI.C2	Slovenj Gradec	Slovenj Gradec
SI.B9	Škofja Loka	Skofja Loka
SI.B7	Sežana	Sezana
SI.B6	Sevnica	Sevnica
SI.L7	Šentjur pri Celju	Sentjur pri Celju
SI.L1	Ribnica	Ribnica
SI.A3	Radovljica	Radovljica
SI.A2	Radlje ob Dravi	Radlje ob Dravi
SI.K7	Ptuj	Ptuj
SI.94	Postojna	Postojna
SI.J9	Piran-Pirano	Piran-Pirano
SI.87	Ormož	Ormoz
SI.J7	Novo Mesto	Novo Mesto
SI.84	Nova Gorica	Nova Gorica
SI.80	Murska Sobota	Murska Sobota
SI.79	Mozirje	Mozirje
SI.73	Metlika	Metlika
SI.J2	Maribor	Maribor
SI.64	Logatec	Logatec
SI.I6	Ljutomer	Ljutomer
SI.I5	Litija	Litija
SI.I3	Lenart	Lenart
SI.57	Laško	Lasko
SI.54	Krško	Krsko
SI.52	Kranj	Kranj
SI.50	Koper-Capodistria	Koper-Capodistria
SI.H7	Kočevje	Kocevje
SI.H6	Kamnik	Kamnik
SI.H4	Jesenice	Jesenice
SI.40	Izola-Isola	Izola-Isola
SI.38	Ilirska Bistrica	Ilirska Bistrica
SI.36	Idrija	Idrija
SI.34	Hrastnik	Hrastnik
SI.32	Grosuplje	Grosuplje
SI.29	Gornja Radgona	Gornja Radgona
SI.25	Dravograd	Dravograd
SI.G7	Domžale	Domzale
SI.17	Črnomelj	Crnomelj
SI.13	Cerknica	Cerknica
SI.11	Celje	Celje
SI.08	Brežice	Brezice
SI.01	Ajdovščina	Ajdovscina
SI.35	Hrpelje-Kozina	Hrpelje-Kozina
SI.19	Divača	Divaca
SI.91	Pivka	Pivka
SI.I7	Loška Dolina	Loska Dolina
SI.66	Loški Potok	Loski Potok
SI.88	Osilnica	Osilnica
SI.D8	Velike Lašče	Velike Lasce
SI.C1	Škofljica	Skofljica
SI.37	Ig	Ig
SI.09	Brezovica	Brezovica
SI.05	Borovnica	Borovnica
SI.E1	Vipava	Vipava
SI.49	Komen	Komen
SI.J5	Miren-Kostanjevica	Miren-Kostanjevica
SI.07	Brda	Brda
SI.44	Kanal	Kanal
SI.F2	Žiri	Ziri
SI.14	Cerkno	Cerkno
SI.F1	Železniki	Zelezniki
SI.27	Gorenja Vas-Poljane	Gorenja Vas-Poljane
SI.G4	Dobrova-Horjul-Polhov Gradec	Dobrova-Horjul-Polhov Gradec
SI.46	Kobarid	Kobarid
SI.06	Bovec	Bovec
SI.04	Bohinj	Bohinj
SI.03	Bled	Bled
SI.82	Naklo	Naklo
SI.53	Kranjska Gora	Kranjska Gora
SI.K5	Preddvor	Preddvor
SI.12	Cerklje na Gorenjskem	Cerklje na Gorenjskem
SI.B2	Šenčur	Sencur
SI.E3	Vodice	Vodice
SI.71	Medvode	Medvode
SI.72	Mengeš	Menges
SI.22	Dol pri Ljubljani	Dol pri Ljubljani
SI.77	Moravče	Moravce
SI.30	Gornji Grad	Gornji Grad
SI.I9	Luče	Luce
SI.K8	Ravne na Koroškem	Ravne na Koroskem
SI.74	Mežica	Mezica
SI.81	Muta	Muta
SI.E6	Vuzenica	Vuzenica
SI.16	Črna na Koroškem	Crna na Koroskem
SI.62	Ljubno	Ljubno
SI.C7	Šoštanj	Sostanj
SI.C6	Šmartno ob Paki	Smartno ob Paki
SI.68	Lukovica	Lukovica
SI.99	Radeče	Radece
SI.39	Ivančna Gorica	Ivancna Gorica
SI.20	Dobrepolje	Dobrepolje
SI.B1	Semič	Semic
SI.B4	Šentjernej	Sentjernej
SI.B8	Škocjan	Skocjan
SI.C9	Štore	Store
SI.N3	Vojnik	Vojnik
SI.E2	Vitanje	Vitanje
SI.F3	Zreče	Zrece
SI.76	Mislinja	Mislinja
SI.L3	Ruše	Ruse
SI.55	Kungota	Kungota
SI.B3	Šentilj	Sentilj
SI.89	Pesnica	Pesnica
SI.26	Duplek	Duplek
SI.98	Rače-Fram	Race-Fram
SI.C8	Starše	Starse
SI.45	Kidričevo	Kidricevo
SI.J1	Majšperk	Majsperk
SI.N2	Videm	Videm
SI.A7	Rogaška Slatina	Rogaska Slatina
SI.A8	Rogatec	Rogatec
SI.92	Podčetrtek	Podcetrtek
SI.51	Kozje	Kozje
SI.28	Gorišnica	Gorisnica
SI.E9	Zavrč	Zavrc
SI.24	Dornava	Dornava
SI.42	Juršinci	Jursinci
SI.D1	Sveti Jurij	Sveti Jurij
SI.A1	Radenci	Radenci
SI.97	Puconci	Puconci
SI.A6	Rogašovci	Rogasovci
SI.I2	Kuzma	Kuzma
SI.31	Gornji Petrovci	Gornji Petrovci
SI.78	Moravske Toplice	Moravske Toplice
SI.47	Kobilje	Kobilje
SI.02	Beltinci	Beltinci
SI.D6	Turnišče	Turnisce
SI.86	Odranci	Odranci
SI.15	Črenšovci	Crensovci
SI.83	Nazarje	Nazarje
SI.61	Ljubljana	Ljubljana
SI.N7	Žirovnica	Zirovnica
SI.H5	Jezersko	Jezersko
SI.M2	Solčava	Solcava
SI.H8	Komenda	Komenda
SI.H3	Horjul	Horjul
SI.L6	Šempeter-Vrtojba	Sempeter-Vrtojba
SI.F6	Bloke	Bloke
SI.M1	Sodražica	Sodrazica
SI.M8	Trzin	Trzin
SI.K6	Prevalje	Prevalje
SI.N4	Vransko	Vransko
SI.M5	Tabor	Tabor
SI.F7	Braslovče	Braslovce
SI.K3	Polzela	Polzela
SI.K4	Prebold	Prebold
SI.H9	Kostel	Kostel
SI.N8	Žužemberk	Zuzemberk
SI.G6	Dolenjske Toplice	Dolenjske Toplice
SI.J6	Mirna Peč	Mirna Pec
SI.F5	Bistrica ob Sotli	Bistrica ob Sotli
SI.G2	Dobje	Dobje
SI.G3	Dobrna	Dobrna
SI.J8	Oplotnica	Oplotnica
SI.K2	Podvelka	Podvelka
SI.L2	Ribnica na Pohorju	Ribnica na Pohorju
SI.I8	Lovrenc na Pohorju	Lovrenc na Pohorju
SI.L5	Selnica ob Dravi	Selnica ob Dravi
SI.H1	Hoče-Slivnica	Hoce-Slivnica
SI.J4	Miklavž na Dravskem Polju	Miklavz na Dravskem Polju
SI.G9	Hajdina	Hajdina
SI.N6	Žetale	Zetale
SI.K1	Podlehnik	Podlehnik
SI.J3	Markovci	Markovci
SI.G1	Destrnik	Destrnik
SI.M7	Trnovska Vas	Trnovska Vas
SI.M4	Sveti Andraž v Slovenskih Goricah	Sveti Andraz v Slovenskih Goricah
SI.F9	Cerkvenjak	Cerkvenjak
SI.F4	Benedikt	Benedikt
SI.M3	Sveta Ana	Sveta Ana
SI.I1	Križevci	Krizevci
SI.N1	Veržej	Verzej
SI.M9	Velika Polana	Velika Polana
SI.I4	Lendava-Lendva	Lendava-Lendva
SI.G5	Dobrovnik-Dobronak	Dobrovnik-Dobronak
SI.M6	Tišina	Tisina
SI.F8	Cankova	Cankova
SI.G8	Grad	Grad
SI.H2	Hodoš-Hodos	Hodos-Hodos
SI.K9	Razkrižje	Razkrizje
SI.L9	Šmartno pri Litiji	Smartno pri Litiji
SI.L4	Šalovci	Salovci
SI.N9	Apače	Apace
SI.O1	Cirkulane	Cirkulane
SI.O3	Kostanjevica na Krki	Kostanjevica na Krki
SI.O4	Log–Dragomer	Log-Dragomer
SI.O5	Makole	Makole
SI.O7	Mokronog-Trebelno	Mokronog-Trebelno
SI.O8	Poljčane	Poljcane
SI.O9	Rečica ob Savinji	Recica ob Savinji
SI.P1	Renče-Vogrsko	Rence-Vogrsko
SI.P4	Središče ob Dravi	Sredisce ob Dravi
SI.P5	Straža	Straza
SI.P6	Sveta Trojica v Slovenskih Goricah	Sveta Trojica v Slovenskih Goricah
SI.P8	Sveti Tomaž	Sveti Tomaz
SI.P2	Šentrupert	Sentrupert
SI.P3	Šmarješke Toplice	Smarjeske Toplice
SI.P7	Sveti Jurij v Slovenskih Goricah	Sveti Jurij v Slovenskih Goricah
SI.O2	Gorje	Gorje
SJ.22	Jan Mayen	Jan Mayen
SJ.21	Svalbard	Svalbard
SK.03	Košický	Kosicky
SK.05	Prešovský	Presovsky
SK.08	Žilinský	Zilinsky
SK.01	Banskobystrický	Banskobystricky
SK.02	Bratislavský	Bratislavsky
SK.04	Nitriansky	Nitriansky
SK.06	Trenčiansky	Trenciansky
SK.07	Trnavský	Trnavsky
SL.04	Western Area	Western Area
SL.03	Southern Province	Southern Province
SL.02	Northern Province	Northern Province
SL.01	Eastern Province	Eastern Province
SM.09	Serravalle	Serravalle
SM.02	Chiesanuova	Chiesanuova
SM.07	San Marino	San Marino
SM.01	Acquaviva	Acquaviva
SM.06	Borgo Maggiore	Borgo Maggiore
SM.03	Domagnano	Domagnano
SM.04	Faetano	Faetano
SM.05	Fiorentino	Fiorentino
SM.08	Montegiardino	Montegiardino
SN.12	Ziguinchor	Ziguinchor
SN.07	Thiès	Thies
SN.05	Tambacounda	Tambacounda
SN.14	Saint-Louis	Saint-Louis
SN.15	Matam	Matam
SN.13	Louga	Louga
SN.11	Kolda	Kolda
SN.10	Kaolack	Kaolack
SN.09	Fatick	Fatick
SN.03	Diourbel	Diourbel
SN.01	Dakar	Dakar
SN.16	Kaffrine	Kaffrine
SN.17	Kédougou	Kedougou
SN.18	Sédhiou	Sedhiou
SO.20	Woqooyi Galbeed	Woqooyi Galbeed
SO.19	Togdheer	Togdheer
SO.14	Lower Shabeelle	Lower Shabeelle
SO.13	Middle Shabele	Middle Shabele
SO.12	Sanaag	Sanaag
SO.18	Nugaal	Nugaal
SO.10	Mudug	Mudug
SO.09	Lower Juba	Lower Juba
SO.08	Middle Juba	Middle Juba
SO.07	Hiiraan	Hiiraan
SO.06	Gedo	Gedo
SO.05	Galguduud	Galguduud
SO.04	Bay	Bay
SO.03	Bari	Bari
SO.02	Banaadir	Banaadir
SO.01	Bakool	Bakool
SO.21	Awdal	Awdal
SO.22	Sool	Sool
SR.19	Wanica	Wanica
SR.18	Sipaliwini	Sipaliwini
SR.17	Saramacca	Saramacca
SR.16	Paramaribo	Paramaribo
SR.15	Para	Para
SR.14	Nickerie	Nickerie
SR.13	Marowijne	Marowijne
SR.12	Coronie	Coronie
SR.11	Commewijne	Commewijne
SR.10	Brokopondo	Brokopondo
SS.07	Upper Nile	Upper Nile
SS.04	Lakes	Lakes
SS.06	Unity	Unity
SS.01	Central Equatoria	Central Equatoria
SS.10	Western Equatoria	Western Equatoria
SS.09	Western Bahr al Ghazal	Western Bahr al Ghazal
SS.03	Jonglei	Jonglei
SS.05	Northern Bahr al Ghazal	Northern Bahr al Ghazal
SS.02	Eastern Equatoria	Eastern Equatoria
SS.08	Warrap	Warrap
ST.02	São Tomé Island	Sao Tome Island
ST.01	Príncipe	Principe
SV.14	Usulután	Usulutan
SV.13	Sonsonate	Sonsonate
SV.12	San Vicente	San Vicente
SV.11	Santa Ana	Santa Ana
SV.10	San Salvador	San Salvador
SV.09	San Miguel	San Miguel
SV.08	Morazán	Morazan
SV.07	La Unión	La Union
SV.06	La Paz	La Paz
SV.05	La Libertad	La Libertad
SV.04	Cuscatlán	Cuscatlan
SV.03	Chalatenango	Chalatenango
SV.02	Cabañas	Cabanas
SV.01	Ahuachapán	Ahuachapan
SY.14	Tartus	Tartus
SY.13	Dimashq	Dimashq
SY.12	Idlib	Idlib
SY.11	Homs	Homs
SY.10	Hama	Hama
SY.09	Aleppo	Aleppo
SY.08	Rif-dimashq	Rif-dimashq
SY.07	Deir ez-Zor	Deir ez-Zor
SY.06	Daraa	Daraa
SY.05	As-Suwayda	As-Suwayda
SY.04	Ar-Raqqah	Ar-Raqqah
SY.03	Quneitra	Quneitra
SY.02	Latakia	Latakia
SY.01	Al-Hasakah	Al-Hasakah
SZ.04	Shiselweni	Shiselweni
SZ.03	Manzini	Manzini
SZ.02	Lubombo	Lubombo
SZ.01	Hhohho	Hhohho
TD.13	Salamat	Salamat
TD.12	Ouaddaï	Ouaddai
TD.02	Biltine	Biltine
TD.14	Tandjilé	Tandjile
TD.17	Moyen-Chari	Moyen-Chari
TD.16	Mayo-Kebbi Est	Mayo-Kebbi Est
TD.09	Logone Oriental	Logone Oriental
TD.08	Logone Occidental	Logone Occidental
TD.07	Lac	Lac
TD.06	Kanem	Kanem
TD.05	Guéra	Guera
TD.15	Chari-Baguirmi	Chari-Baguirmi
TD.01	Batha	Batha
TD.23	Borkou	Borkou
TD.18	Hadjer-Lamis	Hadjer-Lamis
TD.19	Mandoul	Mandoul
TD.20	Mayo-Kebbi Ouest	Mayo-Kebbi Ouest
TD.21	Ville de N'Djaména	Ville de N'Djamena
TD.22	Barh el Gazel	Barh el Gazel
TD.25	Sila	Sila
TD.26	Tibesti	Tibesti
TD.28	Ennedi-Ouest	Ennedi-Ouest
TD.27	Ennedi-Est	Ennedi-Est
TF.02	Crozet	Crozet
TF.03	Kerguelen	Kerguelen
TF.01	Saint-Paul-et-Amsterdam	Saint-Paul-et-Amsterdam
TF.05	Îles Éparses	Iles Eparses
TF.04	Terre-Adélie	Terre-Adelie
TG.26	Savanes	Savanes
TG.25	Plateaux	Plateaux
TG.24	Maritime	Maritime
TG.22	Centrale	Centrale
TG.23	Kara	Kara
TH.15	Uthai Thani	Uthai Thani
TH.65	Trang	Trang
TH.08	Tak	Tak
TH.60	Surat Thani	Surat Thani
TH.09	Sukhothai	Sukhothai
TH.52	Ratchaburi	Ratchaburi
TH.59	Ranong	Ranong
TH.57	Prachuap Khiri Khan	Prachuap Khiri Khan
TH.62	Phuket	Phuket
TH.56	Phetchaburi	Phetchaburi
TH.61	Phangnga	Phangnga
TH.01	Mae Hong Son	Mae Hong Son
TH.05	Lamphun	Lamphun
TH.06	Lampang	Lampang
TH.63	Krabi	Krabi
TH.50	Kanchanaburi	Kanchanaburi
TH.11	Kamphaeng Phet	Kamphaeng Phet
TH.58	Chumphon	Chumphon
TH.03	Chiang Rai	Chiang Rai
TH.02	Chiang Mai	Chiang Mai
TH.72	Yasothon	Yasothon
TH.70	Yala	Yala
TH.10	Uttaradit	Uttaradit
TH.49	Trat	Trat
TH.29	Surin	Surin
TH.51	Suphan Buri	Suphan Buri
TH.68	Songkhla	Songkhla
TH.30	Sisaket	Sisaket
TH.33	Sing Buri	Sing Buri
TH.67	Satun	Satun
TH.37	Sara Buri	Sara Buri
TH.54	Samut Songkhram	Samut Songkhram
TH.55	Samut Sakhon	Samut Sakhon
TH.42	Samut Prakan	Samut Prakan
TH.20	Sakon Nakhon	Sakon Nakhon
TH.25	Roi Et	Roi Et
TH.47	Rayong	Rayong
TH.36	Phra Nakhon Si Ayutthaya	Phra Nakhon Si Ayutthaya
TH.07	Phrae	Phrae
TH.12	Phitsanulok	Phitsanulok
TH.13	Phichit	Phichit
TH.14	Phetchabun	Phetchabun
TH.41	Phayao	Phayao
TH.66	Phatthalung	Phatthalung
TH.69	Pattani	Pattani
TH.39	Pathum Thani	Pathum Thani
TH.38	Nonthaburi	Nonthaburi
TH.17	Nong Khai	Nong Khai
TH.31	Narathiwat	Narathiwat
TH.04	Nan	Nan
TH.64	Nakhon Si Thammarat	Nakhon Si Thammarat
TH.16	Nakhon Sawan	Nakhon Sawan
TH.27	Nakhon Ratchasima	Nakhon Ratchasima
TH.73	Nakhon Phanom	Nakhon Phanom
TH.53	Nakhon Pathom	Nakhon Pathom
TH.43	Nakhon Nayok	Nakhon Nayok
TH.78	Mukdahan	Mukdahan
TH.24	Maha Sarakham	Maha Sarakham
TH.34	Lop Buri	Lop Buri
TH.18	Loei	Loei
TH.40	Bangkok	Bangkok
TH.22	Khon Kaen	Khon Kaen
TH.23	Kalasin	Kalasin
TH.46	Chon Buri	Chon Buri
TH.48	Chanthaburi	Chanthaburi
TH.26	Chaiyaphum	Chaiyaphum
TH.32	Chai Nat	Chai Nat
TH.44	Chachoengsao	Chachoengsao
TH.28	Buriram	Buriram
TH.35	Ang Thong	Ang Thong
TH.76	Changwat Udon Thani	Changwat Udon Thani
TH.74	Prachin Buri	Prachin Buri
TH.75	Changwat Ubon Ratchathani	Changwat Ubon Ratchathani
TH.77	Amnat Charoen	Amnat Charoen
TH.79	Changwat Nong Bua Lamphu	Changwat Nong Bua Lamphu
TH.80	Sa Kaeo	Sa Kaeo
TH.81	Changwat Bueng Kan	Changwat Bueng Kan
TJ.03	Viloyati Sughd	Viloyati Sughd
TJ.01	Gorno-Badakhshan	Gorno-Badakhshan
TJ.02	Khatlon	Khatlon
TJ.RR	Republican Subordination	Republican Subordination
TJ.7280679	Dushanbe	Dushanbe
TK.N	Nukunonu	Nukunonu
TK.F	Fakaofo	Fakaofo
TK.A	Atafu	Atafu
TL.VI	Viqueque	Viqueque
TL.MF	Manufahi	Manufahi
TL.MT	Manatuto	Manatuto
TL.LI	Liquiçá	Liquica
TL.LA	Lautém	Lautem
TL.CO	Cova Lima	Cova Lima
TL.ER	Ermera	Ermera
TL.DI	Díli	Dili
TL.BO	Bobonaro	Bobonaro
TL.BA	Baucau	Baucau
TL.OE	Oecusse	Oecusse
TL.AN	Ainaro	Ainaro
TL.AL	Aileu	Aileu
TM.02	Balkan	Balkan
TM.01	Ahal	Ahal
TM.03	Daşoguz	Dasoguz
TM.05	Mary	Mary
TM.04	Lebap	Lebap
TN.37	Zaghwān	Zaghwan
TN.36	Tūnis	Tunis
TN.35	Tawzar	Tawzar
TN.34	Tataouine	Tataouine
TN.23	Sūsah	Susah
TN.22	Silyānah	Silyanah
TN.33	Sīdī Bū Zayd	Sidi Bu Zayd
TN.32	Şafāqis	Safaqis
TN.31	Qibilī	Qibili
TN.30	Gafsa	Gafsa
TN.29	Qābis	Qabis
TN.19	Nābul	Nabul
TN.28	Madanīn	Madanin
TN.06	Jundūbah	Jundubah
TN.27	Bin ‘Arūs	Bin 'Arus
TN.18	Banzart	Banzart
TN.17	Bājah	Bajah
TN.38	Ariana	Ariana
TN.03	Al Qayrawān	Al Qayrawan
TN.02	Al Qaşrayn	Al Qasrayn
TN.16	Al Munastīr	Al Munastir
TN.15	Al Mahdīyah	Al Mahdiyah
TN.14	Kef	Kef
TN.39	Manouba	Manouba
TO.03	Vava‘u	Vava`u
TO.02	Tongatapu	Tongatapu
TO.01	Ha‘apai	Ha`apai
TO.EU	ʻEua	'Eua
TO.NI	Niuas	Niuas
TR.66	Yozgat	Yozgat
TR.65	Van	Van
TR.64	Uşak	Usak
TR.63	Şanlıurfa	Sanliurfa
TR.62	Tunceli	Tunceli
TR.58	Sivas	Sivas
TR.74	Siirt	Siirt
TR.73	Niğde	Nigde
TR.50	Nevşehir	Nevsehir
TR.49	Muş	Mus
TR.48	Muğla	Mugla
TR.72	Mardin	Mardin
TR.45	Manisa	Manisa
TR.44	Malatya	Malatya
TR.43	Kütahya	Kuetahya
TR.71	Konya	Konya
TR.40	Kırşehir	Kirsehir
TR.38	Kayseri	Kayseri
TR.46	Kahramanmaraş	Kahramanmaras
TR.35	İzmir	Izmir
TR.33	Isparta	Isparta
TR.32	Mersin	Mersin
TR.31	Hatay	Hatay
TR.70	Hakkâri	Hakkari
TR.83	Gaziantep	Gaziantep
TR.26	Eskişehir	Eskisehir
TR.25	Erzurum	Erzurum
TR.24	Erzincan	Erzincan
TR.23	Elazığ	Elazig
TR.21	Diyarbakır	Diyarbakir
TR.20	Denizli	Denizli
TR.15	Burdur	Burdur
TR.13	Bitlis	Bitlis
TR.12	Bingöl	Bingoel
TR.11	Bilecik	Bilecik
TR.10	Balıkesir	Balikesir
TR.09	Aydın	Aydin
TR.07	Antalya	Antalya
TR.68	Ankara	Ankara
TR.04	Ağrı	Agri
TR.03	Afyonkarahisar	Afyonkarahisar
TR.02	Adıyaman	Adiyaman
TR.81	Adana	Adana
TR.91	Osmaniye	Osmaniye
TR.88	Iğdır	Igdir
TR.75	Aksaray	Aksaray
TR.76	Batman	Batman
TR.78	Karaman	Karaman
TR.79	Kırıkkale	Kirikkale
TR.80	Şırnak	Sirnak
TR.90	Kilis	Kilis
TR.85	Zonguldak	Zonguldak
TR.61	Trabzon	Trabzon
TR.60	Tokat	Tokat
TR.59	Tekirdağ	Tekirdag
TR.57	Sinop	Sinop
TR.55	Samsun	Samsun
TR.54	Sakarya	Sakarya
TR.53	Rize	Rize
TR.52	Ordu	Ordu
TR.41	Kocaeli	Kocaeli
TR.39	Kırklareli	Kirklareli
TR.37	Kastamonu	Kastamonu
TR.84	Kars	Kars
TR.34	Istanbul	Istanbul
TR.69	Gümüşhane	Gumushane
TR.28	Giresun	Giresun
TR.22	Edirne	Edirne
TR.19	Çorum	Corum
TR.82	Çankırı	Cankiri
TR.17	Çanakkale	Canakkale
TR.16	Bursa	Bursa
TR.14	Bolu	Bolu
TR.08	Artvin	Artvin
TR.05	Amasya	Amasya
TR.87	Bartın	Bartin
TR.89	Karabük	Karabuk
TR.92	Yalova	Yalova
TR.86	Ardahan	Ardahan
TR.77	Bayburt	Bayburt
TR.93	Düzce	Duzce
TT.11	Tobago	Tobago
TT.10	City of San Fernando	City of San Fernando
TT.05	City of Port of Spain	City of Port of Spain
TT.03	Mayaro	Mayaro
TT.01	Borough of Arima	Borough of Arima
TT.CHA	Chaguanas	Chaguanas
TT.CTT	Couva-Tabaquite-Talparo	Couva-Tabaquite-Talparo
TT.DMN	Diego Martin	Diego Martin
TT.ETO	Eastern Tobago	Eastern Tobago
TT.PED	Penal/Debe	Penal/Debe
TT.PRT	Princes Town	Princes Town
TT.PTF	Point Fortin	Point Fortin
TT.SGE	Sangre Grande	Sangre Grande
TT.SIP	Siparia	Siparia
TT.SJL	San Juan/Laventille	San Juan/Laventille
TT.TUP	Tunapuna/Piarco	Tunapuna/Piarco
TV.NUI	Nui	Nui
TV.NMA	Nanumea	Nanumea
TV.FUN	Funafuti	Funafuti
TV.NIT	Niutao	Niutao
TV.NMG	Nanumanga	Nanumanga
TV.VAI	Vaitupu	Vaitupu
TV.NKF	Nukufetau	Nukufetau
TV.NKL	Nukulaelae	Nukulaelae
TW.01	Fukien	Fukien
TW.02	Kaohsiung	Kaohsiung
TW.03	Taipei	Taipei
TW.04	Taiwan	Taiwan
TZ.19	Kagera	Kagera
TZ.25	Zanzibar Urban/West	Zanzibar Urban/West
TZ.22	Zanzibar North	Zanzibar North
TZ.21	Zanzibar Central/South	Zanzibar Central/South
TZ.18	Tanga	Tanga
TZ.17	Tabora	Tabora
TZ.16	Singida	Singida
TZ.15	Shinyanga	Shinyanga
TZ.24	Rukwa	Rukwa
TZ.02	Pwani	Pwani
TZ.20	Pemba South	Pemba South
TZ.13	Pemba North	Pemba North
TZ.12	Mwanza	Mwanza
TZ.10	Morogoro	Morogoro
TZ.09	Mbeya	Mbeya
TZ.08	Mara	Mara
TZ.07	Lindi	Lindi
TZ.06	Kilimanjaro	Kilimanjaro
TZ.05	Kigoma	Kigoma
TZ.04	Iringa	Iringa
TZ.03	Dodoma	Dodoma
TZ.23	Dar es Salaam	Dar es Salaam
TZ.26	Arusha	Arusha
TZ.27	Manyara	Manyara
TZ.14	Ruvuma	Ruvuma
TZ.11	Mtwara	Mtwara
TZ.31	Simiyu	Simiyu
TZ.28	Geita	Geita
TZ.29	Katavi	Katavi
TZ.30	Njombe	Njombe
UA.27	Zhytomyr	Zhytomyr
UA.26	Zaporizhia	Zaporizhia
UA.25	Zakarpattia	Zakarpattia
UA.24	Volyn	Volyn
UA.23	Vinnyts'ka	Vinnyts'ka
UA.22	Ternopil	Ternopil
UA.21	Sumy	Sumy
UA.20	Misto Sevastopol’	Misto Sevastopol'
UA.19	Rivne	Rivne
UA.18	Poltava	Poltava
UA.17	Odessa	Odessa
UA.16	Mykolaiv	Mykolaiv
UA.15	Lviv	Lviv
UA.14	Luhansk	Luhansk
UA.13	Kiev	Kiev
UA.12	Kyiv City	Kyiv City
UA.11	Crimea	Crimea
UA.10	Kirovohrad	Kirovohrad
UA.09	Khmelnytskyi	Khmelnytskyi
UA.08	Kherson	Kherson
UA.07	Kharkiv	Kharkiv
UA.06	Ivano-Frankivsk	Ivano-Frankivsk
UA.05	Donetsk	Donetsk
UA.04	Dnipropetrovsk	Dnipropetrovsk
UA.03	Chernivtsi	Chernivtsi
UA.02	Chernihiv	Chernihiv
UA.01	Cherkasy	Cherkasy
UG.C	Central Region	Central Region
UG.E	Eastern Region	Eastern Region
UG.N	Northern Region	Northern Region
UG.W	Western Region	Western Region
UM.450	Wake Island	Wake Island
UM.350	Navassa Island	Navassa Island
UM.050	Baker Island	Baker Island
UM.100	Howland Island	Howland Island
UM.150	Jarvis Island	Jarvis Island
UM.200	Johnston Atoll	Johnston Atoll
UM.250	Kingman Reef	Kingman Reef
UM.300	Midway Islands	Midway Islands
UM.400	Palmyra Atoll	Palmyra Atoll
US.AR	Arkansas	Arkansas
US.DC	Washington, D.C.	Washington, D.C.
US.DE	Delaware	Delaware
US.FL	Florida	Florida
US.GA	Georgia	Georgia
US.KS	Kansas	Kansas
US.LA	Louisiana	Louisiana
US.MD	Maryland	Maryland
US.MO	Missouri	Missouri
